millis,aX,aY,aZ,gX,gY,gZ
89358,-0.491,-0.502,1.859,-8.972,-2.136,-44.556
89367,-0.426,-0.453,1.830,-15.381,-0.305,-38.696
89376,-0.371,-0.398,1.816,-15.137,1.404,-34.607
89385,-0.024,0.071,2.716,-7.507,5.371,-32.715
89394,-0.345,-0.434,1.770,24.597,-3.479,-32.776
89402,-0.269,-0.360,1.566,30.518,17.090,-36.621
89411,-0.284,-0.283,1.429,15.503,20.325,-33.508
89420,-0.266,-0.344,1.401,6.287,22.949,-34.363
89428,-0.278,-0.440,1.333,2.625,23.804,-36.011
89437,-0.320,-0.508,1.256,0.977,26.428,-33.936
89446,-0.337,-0.553,1.193,1.892,27.100,-30.579
89455,-0.332,-0.577,1.152,4.395,25.757,-26.184
89464,-0.327,-0.568,1.121,7.263,23.987,-21.057
89472,-0.304,-0.553,1.073,11.841,22.705,-16.052
89481,-0.275,-0.472,1.076,17.578,22.156,-10.925
89490,-0.269,-0.466,0.944,29.175,21.973,-9.033
89499,-0.236,-0.412,0.887,32.593,22.156,-5.066
89508,-0.191,-0.341,0.857,30.823,19.104,-3.479
89516,-0.168,-0.306,0.823,26.978,16.907,-3.235
89525,-0.147,-0.296,0.817,19.287,16.174,-2.747
89534,-0.128,-0.296,0.830,8.667,14.893,-1.892
89542,-0.120,-0.286,0.860,0.671,13.672,-0.183
89551,-0.107,-0.271,0.870,-1.038,13.794,1.343
89560,-0.104,-0.224,0.878,1.648,14.038,2.014
89569,-0.115,-0.198,0.849,5.615,15.076,1.953
89578,-0.130,-0.199,0.820,7.507,14.771,0.977
89587,-0.130,-0.217,0.812,7.019,12.878,-0.122
89595,-0.141,-0.223,0.821,5.066,10.986,-0.366
89604,-0.154,-0.234,0.816,4.578,9.521,0.061
89612,-0.163,-0.250,0.817,5.005,7.751,0.122
89621,-0.165,-0.266,0.836,3.906,5.615,0.610
89630,-0.160,-0.259,0.863,2.502,4.272,2.075
89639,-0.167,-0.249,0.873,2.319,4.089,3.845
89648,-0.172,-0.228,0.880,3.296,4.456,5.127
89657,-0.169,-0.215,0.888,3.479,4.272,5.676
89665,-0.166,-0.206,0.894,2.502,4.456,6.165
91130,-0.508,-0.056,2.026,6.836,53.040,0.793
91138,-0.577,-0.069,2.024,7.019,61.768,1.709
91147,-0.651,-0.068,1.996,9.338,70.740,3.845
91156,-0.723,-0.061,1.950,13.916,79.712,6.897
91165,-0.810,-0.043,1.883,21.118,87.280,9.888
91174,-0.872,-0.017,1.784,27.588,93.567,12.878
91183,-0.922,-0.007,1.658,32.104,98.389,15.442
91191,-0.984,-0.016,1.535,34.119,101.013,18.188
91200,-1.039,-0.007,1.434,34.119,99.792,21.301
91208,-1.078,-0.001,1.349,33.752,96.680,24.597
91217,-1.102,-0.017,1.261,33.691,94.177,27.344
91226,-1.117,-0.051,1.153,32.898,92.468,30.151
91235,-1.125,-0.098,1.019,34.424,91.248,34.119
91244,-1.139,-0.125,0.845,39.673,90.515,39.734
91253,-1.167,-0.132,0.658,46.265,88.196,46.509
91261,-1.116,-0.088,0.417,50.781,82.947,51.453
91270,-1.089,-0.109,0.213,55.054,75.012,54.810
91279,-1.013,-0.134,0.055,56.213,63.843,57.861
91288,-0.936,-0.144,-0.064,53.467,52.063,62.195
91297,-0.886,-0.098,-0.160,53.955,42.236,68.298
91305,-0.822,-0.046,-0.248,58.533,31.433,72.510
91314,-0.797,0.034,-0.273,65.430,21.912,70.740
91322,-0.720,-0.012,-0.391,76.172,9.705,69.580
91331,-0.546,0.009,-0.360,81.421,0.000,67.322
91340,-0.347,-0.020,-0.311,75.867,-7.446,72.021
91349,-0.421,0.054,-0.354,70.496,-8.057,77.576
91358,-0.274,0.060,-0.409,63.721,-8.423,69.275
91367,-0.153,0.070,-0.460,49.866,-11.475,66.284
91375,-0.048,0.125,-0.437,35.950,-6.409,62.378
91384,0.018,0.192,-0.393,17.456,-0.183,58.655
91393,0.161,0.285,-0.329,-6.470,10.986,52.979
91401,0.330,0.385,-0.220,-35.278,24.658,44.983
91410,0.467,0.397,-0.156,-62.500,37.659,37.048
91419,0.484,0.408,-0.131,-87.158,51.147,30.457
91428,0.718,0.309,-0.183,-105.286,61.707,22.949
91437,0.750,0.189,-0.392,-112.732,62.256,21.301
91445,0.818,0.152,-0.468,-123.657,54.565,28.137
91454,0.889,0.144,-0.552,-127.930,43.823,32.288
91463,1.026,0.093,-0.688,-116.577,30.396,34.912
91472,1.202,0.112,-0.748,-101.746,10.986,37.781
91481,1.318,0.171,-0.760,-82.397,-12.451,41.992
91490,1.379,0.192,-0.757,-53.894,-36.987,44.067
91498,1.432,0.219,-0.721,-25.330,-61.218,42.847
91507,1.455,0.263,-0.631,-3.845,-84.106,40.649
91515,1.451,0.293,-0.489,7.690,-102.173,38.513
91524,1.515,0.340,-0.282,11.230,-113.525,34.424
91533,1.585,0.368,-0.099,9.460,-118.591,28.015
91542,1.633,0.379,0.028,5.676,-119.690,20.020
91551,1.653,0.351,0.127,2.380,-117.432,9.644
91560,1.641,0.311,0.206,1.404,-114.990,-0.305
91568,1.652,0.304,0.323,2.502,-114.197,-9.460
91577,1.638,0.320,0.453,4.761,-116.516,-20.264
91586,1.602,0.308,0.619,3.662,-119.751,-30.884
91595,1.646,0.267,0.923,-9.521,-123.352,-42.175
91603,1.661,0.162,1.310,-30.945,-125.916,-53.467
91612,1.622,0.003,1.725,-51.880,-123.901,-64.148
91621,1.537,-0.180,2.181,-77.820,-115.601,-71.716
91629,1.322,-0.342,2.530,-95.886,-98.572,-73.303
91638,0.980,-0.425,2.657,-94.910,-73.792,-70.679
91647,0.611,-0.361,2.702,-75.745,-52.185,-64.575
91656,0.294,-0.247,2.706,-44.189,-41.626,-58.472
91665,-0.050,-0.160,2.692,-8.179,-38.635,-57.007
91674,-0.476,-0.060,2.570,24.048,-36.987,-51.636
91682,-0.726,0.044,2.883,42.725,-41.016,-41.016
91691,-1.134,0.149,2.651,56.335,-41.260,-31.616
91700,-1.393,0.424,2.893,63.843,-25.391,-36.194
91709,-1.553,0.461,3.211,75.806,-70.618,-47.729
91718,-1.550,0.350,3.387,71.777,-60.730,-62.073
91726,-1.432,0.065,3.252,55.481,-8.850,-71.228
91735,-1.325,-0.164,2.793,31.372,50.171,-68.787
91744,-1.326,-0.297,2.178,10.254,94.360,-55.237
91752,-1.404,-0.389,1.519,-0.183,116.760,-39.246
91761,-1.407,-0.412,1.042,-2.014,116.455,-26.978
91770,-1.284,-0.452,0.695,7.019,98.022,-15.076
91779,-1.097,-0.432,0.555,27.344,71.472,-2.136
91788,-0.895,-0.259,0.507,56.885,47.058,12.817
91796,-0.718,0.079,0.461,91.492,28.809,26.672
91805,-0.557,0.435,0.398,121.521,16.479,32.227
91814,-0.455,0.719,0.347,134.644,5.493,27.588
91823,-0.406,0.842,0.322,126.404,-1.770,16.418
91831,-0.369,0.812,0.427,96.497,-4.211,3.540
91840,-0.477,0.684,0.382,58.777,-4.456,-9.216
91849,-0.525,0.395,0.396,30.457,0.549,-22.339
91857,-0.589,0.052,0.362,10.559,-2.075,-34.485
91866,-0.631,-0.219,0.415,-3.357,-2.808,-36.621
91875,-0.678,-0.435,0.481,-9.888,-4.700,-33.203
91884,-0.668,-0.540,0.582,-8.240,-9.399,-25.696
91893,-0.626,-0.522,0.733,-6.042,-14.771,-14.526
91902,-0.574,-0.442,0.895,-3.601,-18.860,-4.761
91910,-0.515,-0.338,1.031,0.305,-20.935,2.625
91919,-0.436,-0.231,1.137,3.235,-20.569,8.118
91928,-0.364,-0.082,1.227,5.615,-16.357,10.803
91936,-0.290,-0.003,1.231,10.071,-9.766,9.888
91945,-0.234,0.044,1.191,13.123,-2.502,7.141
91954,-0.200,0.063,1.128,12.390,2.930,4.089
91963,-0.169,0.055,1.069,9.888,6.226,0.610
91972,-0.151,0.015,1.035,7.751,7.446,-3.235
91980,-0.138,-0.046,1.014,6.836,6.836,-6.226
91989,-0.134,-0.096,1.012,5.859,5.737,-8.240
91998,-0.141,-0.124,0.986,4.578,4.272,-9.338
92007,-0.108,-0.179,1.017,5.615,4.883,-9.399
92016,-0.107,-0.216,0.986,8.667,3.357,-10.437
92024,-0.104,-0.229,0.964,10.010,2.502,-9.216
92033,-0.104,-0.234,0.942,9.888,4.517,-6.775
92042,-0.104,-0.244,0.927,8.789,4.517,-5.188
92051,-0.096,-0.260,0.911,7.202,5.005,-3.967
92059,-0.095,-0.262,0.898,4.822,5.859,-2.258
92068,-0.088,-0.254,0.869,2.380,6.104,-0.854
92077,-0.075,-0.267,0.861,-1.160,5.371,0.122
92085,-0.062,-0.283,0.862,-4.517,4.700,2.014
92094,-0.036,-0.264,0.878,-8.179,1.648,3.174
92103,-0.017,-0.215,0.901,-10.803,1.282,5.554
92112,-0.008,-0.167,0.917,-10.620,0.977,6.714
92121,0.016,-0.143,0.932,-10.925,-0.061,5.615
92130,0.037,-0.136,0.947,-12.756,-0.793,4.456
92138,0.046,-0.130,0.959,-15.015,-1.099,3.784
92147,0.054,-0.129,0.967,-16.541,-1.343,3.174
92156,0.060,-0.143,0.982,-17.273,-1.709,2.258
92164,0.061,-0.162,1.002,-17.395,-2.075,1.831
92989,0.088,-1.724,0.410,308.838,-101.135,72.327
92998,-0.428,-0.059,0.615,220.825,-146.545,87.219
93006,0.008,0.539,1.339,21.729,-21.851,74.097
93015,-0.133,-0.151,0.917,15.320,9.094,32.776
93024,-0.042,-0.523,0.602,49.072,28.320,7.263
93033,0.099,-0.638,0.512,52.673,49.316,-1.038
93041,0.156,-0.663,0.514,45.959,45.227,-2.136
93050,0.081,-0.663,0.454,48.218,23.804,5.188
93059,-0.002,-0.651,0.505,56.213,12.817,9.094
93068,-0.083,-0.490,0.620,82.703,15.686,3.845
93077,-0.028,-0.508,0.622,134.094,22.522,-13.306
93085,-0.026,-0.631,0.541,195.007,29.724,-35.767
93094,0.033,-0.604,0.513,244.202,39.734,-45.654
93103,0.009,-0.787,0.519,281.921,53.467,-42.419
93112,0.008,-0.828,0.520,303.711,64.026,-41.077
93120,-0.032,-0.506,0.437,308.289,68.420,-39.978
93129,-0.041,-0.780,0.590,318.909,88.318,-35.461
93138,-0.132,-1.000,0.459,306.702,100.220,-42.725
93147,0.009,-1.003,0.368,289.124,105.835,-44.922
93156,0.041,-1.051,0.271,260.132,92.468,-47.852
93164,0.068,-0.986,0.225,238.708,78.674,-46.204
93173,0.004,-0.997,0.193,233.032,72.693,-45.959
93182,-0.046,-0.990,0.168,238.037,73.242,-47.363
93190,-0.062,-0.961,0.144,238.159,71.289,-48.157
93199,0.002,-0.968,0.124,224.426,59.448,-50.049
93208,-0.023,-1.000,0.146,200.195,41.016,-51.697
93217,-0.013,-1.035,0.179,175.659,31.372,-49.866
93226,-0.023,-1.066,0.184,150.330,27.710,-48.706
93234,-0.038,-1.088,0.087,124.512,27.405,-45.898
93243,-0.034,-1.099,0.001,102.722,28.015,-43.213
93252,-0.062,-1.087,-0.059,86.182,25.024,-39.185
93260,-0.104,-1.086,-0.098,70.618,18.311,-33.752
93269,-0.127,-1.066,-0.132,56.274,10.437,-29.907
93278,-0.149,-1.053,-0.114,45.166,4.456,-27.771
93287,-0.156,-1.038,-0.091,35.461,-1.221,-27.039
93296,-0.143,-1.020,-0.070,27.527,-6.470,-28.625
93305,-0.125,-1.036,-0.016,17.273,-14.221,-27.405
93313,-0.111,-1.060,0.042,4.333,-21.606,-23.132
93322,-0.078,-1.082,0.109,-4.517,-21.606,-18.921
93331,-0.086,-1.113,0.103,-8.850,-14.465,-13.428
93339,-0.078,-1.122,0.097,-13.184,-4.089,-7.507
93348,-0.089,-1.107,0.089,-19.897,2.686,-2.686
93357,-0.099,-1.078,0.056,-25.696,6.531,0.000
93366,-0.110,-1.043,0.026,-28.503,8.484,2.197
93375,-0.147,-0.984,-0.028,-25.452,10.010,2.625
93384,-0.154,-0.946,-0.028,-17.273,14.099,-1.282
93392,-0.158,-0.922,-0.073,-7.446,16.907,-7.202
93401,-0.159,-0.918,-0.080,3.418,18.860,-13.367
93410,-0.171,-0.928,-0.076,14.038,19.531,-18.616
93418,-0.140,-0.951,-0.066,21.729,20.203,-23.743
93427,-0.126,-0.968,-0.059,23.254,19.165,-25.085
93436,-0.131,-0.969,-0.050,18.738,15.076,-22.888
93445,-0.137,-0.965,-0.013,12.817,11.597,-20.264
93454,-0.139,-0.963,-0.022,8.484,11.475,-19.531
93462,-0.128,-0.955,-0.024,3.967,13.794,-17.761
93471,-0.141,-0.938,-0.042,-2.136,15.381,-14.404
93480,-0.148,-0.918,-0.061,-7.935,16.052,-11.536
93489,-0.154,-0.898,-0.108,-11.780,16.968,-10.559
93497,-0.151,-0.874,-0.147,-13.794,16.785,-10.803
93506,-0.182,-0.860,-0.192,-12.451,16.602,-13.123
93515,-0.198,-0.854,-0.234,-11.353,15.442,-17.029
93524,-0.210,-0.869,-0.263,-10.681,12.573,-21.545
93533,-0.221,-0.889,-0.287,-10.437,9.399,-25.452
93541,-0.222,-0.926,-0.313,-11.353,6.897,-29.968
93550,-0.248,-0.971,-0.349,-15.259,3.662,-32.837
93559,-0.284,-1.028,-0.400,-21.057,1.404,-34.302
93567,-0.327,-1.117,-0.459,-29.602,-0.549,-34.607
93576,-0.372,-1.226,-0.521,-41.931,-4.089,-33.386
93585,-0.408,-1.335,-0.577,-55.542,-9.888,-31.860
93594,-0.438,-1.437,-0.616,-64.880,-18.616,-30.151
93603,-0.510,-1.530,-0.643,-67.566,-29.358,-27.710
93612,-0.563,-1.626,-0.617,-66.528,-39.429,-26.855
93621,-0.588,-1.767,-0.546,-67.261,-49.927,-26.489
93629,-0.638,-1.925,-0.456,-73.547,-59.631,-21.240
93638,-0.682,-2.072,-0.351,-83.435,-66.956,-12.817
93647,-0.744,-2.209,-0.270,-93.140,-72.632,-3.174
93655,-0.807,-2.321,-0.162,-98.877,-76.965,8.118
93664,-0.841,-2.403,-0.025,-96.558,-79.956,19.348
93673,-0.848,-2.441,0.095,-86.365,-81.848,31.067
93682,-0.850,-2.416,0.198,-73.364,-81.848,44.495
93691,-0.866,-2.344,0.329,-64.148,-80.933,60.303
93699,-0.895,-2.265,0.436,-58.777,-79.285,75.623
93708,-0.914,-2.199,0.522,-54.138,-75.317,89.233
93717,-0.949,-2.149,0.612,-51.208,-71.838,103.088
93725,-0.966,-2.092,0.693,-47.485,-68.604,116.150
93734,-0.966,-2.017,0.763,-40.344,-64.697,127.686
93743,-0.965,-1.906,0.816,-31.189,-62.256,139.954
93752,-0.951,-1.749,0.865,-21.362,-61.035,151.489
93761,-0.923,-1.564,0.902,-11.536,-60.486,160.645
93770,-0.896,-1.390,0.955,-2.686,-58.838,167.358
93778,-0.863,-1.245,1.011,3.662,-55.847,172.607
93787,-0.811,-1.132,1.075,7.141,-52.368,176.575
93796,-0.764,-1.040,1.120,9.766,-48.767,180.786
93804,-0.700,-0.928,1.133,14.709,-44.128,186.340
93813,-0.641,-0.795,1.118,20.325,-39.307,193.542
93822,-0.581,-0.642,1.078,23.193,-38.208,203.369
93831,-0.505,-0.480,1.035,23.437,-39.917,214.233
93840,-0.453,-0.297,1.030,20.874,-44.006,226.868
93849,-0.443,-0.114,1.066,18.921,-51.575,239.807
93857,-0.425,0.060,1.155,24.841,-60.425,248.535
93866,-0.393,0.217,1.288,42.847,-66.101,253.113
93875,-0.377,0.331,1.438,69.336,-65.857,255.249
93883,-0.351,0.435,1.530,90.393,-57.068,256.714
93892,-0.291,0.557,1.631,102.966,-43.579,257.446
93901,-0.283,0.618,1.690,114.441,-28.687,256.653
93909,-0.329,0.720,1.736,117.859,-8.972,253.296
93918,-0.397,0.901,1.798,111.755,15.564,242.737
93927,-0.393,1.039,1.808,95.703,45.288,222.900
93936,-0.387,1.193,1.738,68.909,75.073,201.904
93945,-0.315,1.359,1.629,38.818,103.271,181.763
93954,-0.287,1.605,1.495,12.756,131.287,163.635
93963,-0.312,1.830,1.267,-9.033,162.659,144.958
93971,-0.346,2.015,0.978,-26.855,193.787,117.920
93980,-0.357,2.145,0.662,-41.138,216.309,79.346
93989,-0.371,2.242,0.414,-54.138,228.210,33.264
93997,-0.385,2.277,0.203,-63.538,231.873,-15.564
94006,-0.462,2.272,0.001,-68.359,232.544,-65.063
94015,-0.515,2.261,-0.241,-66.772,235.107,-116.211
94024,-0.557,2.227,-0.562,-61.584,237.183,-167.542
95357,-0.446,-1.240,1.030,79.590,50.903,-66.467
95366,-0.471,-1.318,1.008,72.510,68.481,-61.096
95374,-0.541,-1.376,0.943,61.462,85.632,-51.392
95383,-0.642,-1.405,0.856,48.157,101.501,-40.771
95391,-0.724,-1.470,0.715,36.682,117.859,-34.485
95400,-0.797,-1.558,0.562,28.259,131.714,-28.931
95409,-0.894,-1.647,0.388,24.048,143.311,-21.118
95418,-0.971,-1.731,0.195,26.062,153.748,-13.672
95427,-1.048,-1.826,-0.007,29.846,162.170,-6.958
95436,-1.121,-1.918,-0.215,31.433,167.480,1.648
95444,-1.177,-2.029,-0.435,31.067,170.776,10.864
95453,-1.219,-2.136,-0.658,28.381,171.692,22.034
95462,-1.276,-2.249,-0.881,25.818,169.128,36.133
95470,-1.268,-2.305,-1.072,25.879,164.062,50.293
95479,-1.245,-2.356,-1.244,29.907,154.480,62.134
95488,-1.232,-2.356,-1.360,33.997,142.273,78.064
95497,-1.226,-2.296,-1.438,36.560,129.211,95.093
95506,-1.222,-2.205,-1.489,37.354,116.516,110.718
95514,-1.195,-2.102,-1.541,34.973,104.309,124.512
95523,-1.145,-2.005,-1.607,30.762,93.567,136.902
95532,-1.095,-1.900,-1.641,25.635,82.153,149.170
95541,-1.050,-1.787,-1.615,20.935,68.787,160.522
95550,-0.954,-1.674,-1.637,17.761,58.350,169.189
95558,-1.008,-1.539,-1.753,13.367,48.889,174.500
95567,-1.008,-1.438,-1.657,3.479,39.185,190.063
95576,-1.019,-1.323,-1.655,-1.831,32.532,192.200
95585,-1.008,-1.171,-1.648,-2.869,22.156,196.777
95593,-0.981,-0.993,-1.665,-2.563,9.094,205.566
95602,-0.990,-0.774,-1.668,-2.014,-4.272,214.172
95611,-0.942,-0.572,-1.616,-0.061,-17.639,217.590
95620,-0.916,-0.369,-1.541,2.808,-36.560,216.553
95629,-0.876,-0.160,-1.456,8.118,-59.143,210.510
95637,-0.807,0.052,-1.357,17.761,-76.904,201.965
95646,-0.710,0.266,-1.226,28.625,-90.637,192.261
95655,-0.618,0.486,-1.070,38.147,-104.126,181.335
95663,-0.527,0.680,-0.918,44.800,-117.737,168.762
95672,-0.425,0.819,-0.792,46.204,-127.808,154.846
95681,-0.330,0.922,-0.681,42.358,-135.437,141.052
95690,-0.240,1.009,-0.531,35.217,-139.465,128.784
95699,-0.162,1.058,-0.448,26.855,-140.503,117.249
95707,-0.119,1.114,-0.365,20.020,-140.808,105.469
95716,-0.108,1.158,-0.299,13.000,-141.235,93.628
95725,-0.094,1.179,-0.255,5.493,-141.724,78.552
95734,-0.097,1.163,-0.144,-1.038,-145.142,60.547
95742,-0.097,1.118,0.022,-0.916,-151.489,40.527
95751,-0.033,1.044,0.195,11.719,-155.701,14.954
95760,0.049,0.964,0.338,33.936,-156.250,-11.536
95769,0.120,0.878,0.431,57.983,-155.090,-35.339
95778,0.130,0.777,0.556,79.529,-154.419,-55.420
95786,0.140,0.645,0.704,94.482,-153.259,-75.012
95795,0.160,0.489,0.851,103.088,-149.536,-92.712
95804,0.187,0.329,0.955,107.178,-142.090,-105.774
95813,0.204,0.195,1.002,110.901,-131.165,-113.586
95822,0.217,0.127,1.023,112.244,-118.469,-116.516
95830,0.171,0.107,1.024,108.887,-105.042,-117.065
95839,0.137,0.124,1.025,101.624,-90.881,-118.469
95847,0.123,0.121,0.988,90.942,-75.562,-121.887
95856,0.090,0.071,0.967,73.853,-58.655,-125.549
95865,0.008,0.002,1.001,49.194,-46.753,-128.296
95874,-0.080,-0.139,1.042,24.231,-36.560,-132.751
95883,-0.137,-0.305,1.081,4.272,-25.574,-137.878
95892,-0.177,-0.484,1.098,-8.423,-15.076,-142.639
95900,-0.220,-0.659,1.124,-16.174,-6.104,-144.470
95909,-0.288,-0.819,1.175,-19.714,-0.122,-144.470
95918,-0.362,-0.961,1.199,-17.822,6.042,-145.447
95927,-0.414,-1.094,1.207,-11.658,14.465,-146.973
95936,-0.496,-1.181,1.160,-2.136,24.170,-148.071
95944,-0.515,-1.315,1.136,7.996,37.903,-149.414
95953,-0.582,-1.402,1.007,13.306,48.462,-150.818
95962,-0.626,-1.515,0.941,11.353,61.279,-144.653
95970,-0.687,-1.623,0.834,5.981,69.153,-138.428
95979,-0.740,-1.731,0.679,4.639,76.477,-133.484
95988,-0.794,-1.826,0.498,5.981,84.839,-126.892
95997,-0.880,-1.870,0.211,10.437,92.285,-119.507
96006,-0.972,-1.818,-0.080,19.653,97.839,-111.023
96014,-0.940,-1.892,-0.088,28.748,109.558,-95.581
96023,-0.975,-1.882,-0.313,35.095,105.591,-104.309
96032,-0.937,-1.914,-0.484,40.344,104.736,-98.267
96041,-0.934,-1.883,-0.601,40.527,98.755,-81.665
96049,-0.910,-1.833,-0.650,39.551,96.191,-65.613
96058,-0.874,-1.785,-0.712,35.278,92.102,-56.824
96067,-0.841,-1.774,-0.738,27.039,85.449,-51.025
96076,-0.806,-1.795,-0.766,19.470,77.698,-45.349
96085,-0.780,-1.786,-0.765,16.113,69.885,-38.696
96093,-0.719,-1.772,-0.706,16.541,63.965,-30.151
96102,-0.664,-1.725,-0.687,18.738,61.340,-24.170
96111,-0.626,-1.653,-0.655,19.531,55.969,-16.235
96120,-0.575,-1.568,-0.623,19.165,51.575,-8.972
96128,-0.547,-1.499,-0.598,16.235,49.133,-3.113
96137,-0.527,-1.449,-0.560,9.949,49.011,1.770
96146,-0.504,-1.414,-0.519,1.770,48.523,6.470
96155,-0.499,-1.382,-0.502,-7.446,48.950,11.230
96163,-0.487,-1.347,-0.504,-18.494,49.805,16.357
96172,-0.466,-1.329,-0.512,-31.677,49.500,21.667
96181,-0.458,-1.330,-0.527,-44.312,48.645,27.100
96190,-0.452,-1.318,-0.527,-53.711,46.631,32.349
96199,-0.444,-1.299,-0.533,-57.312,42.908,36.621
96208,-0.430,-1.264,-0.521,-54.932,37.170,39.368
96216,-0.424,-1.203,-0.465,-46.753,29.053,40.161
96225,-0.414,-1.125,-0.383,-34.363,22.339,38.513
96233,-0.410,-1.046,-0.304,-21.606,18.311,35.156
96242,-0.385,-1.003,-0.252,-11.230,16.724,30.518
96251,-0.360,-0.987,-0.218,-6.958,15.381,26.550
96260,-0.338,-0.979,-0.194,-7.019,14.648,23.926
96269,-0.323,-0.978,-0.190,-9.766,14.771,23.071
96277,-0.316,-0.983,-0.193,-14.587,14.954,23.193
96286,-0.302,-0.976,-0.193,-19.104,14.404,24.170
96295,-0.290,-0.960,-0.197,-20.752,14.099,25.574
96304,-0.301,-0.919,-0.199,-18.311,13.550,27.039
96313,-0.310,-0.881,-0.206,-12.451,12.939,27.039
96322,-0.307,-0.861,-0.212,-6.592,11.963,25.269
96330,-0.301,-0.850,-0.213,-3.113,9.644,23.376
96339,-0.297,-0.824,-0.197,-1.221,7.446,21.851
96347,-0.293,-0.797,-0.192,0.977,5.737,19.653
96356,-0.287,-0.790,-0.203,1.892,4.150,17.090
96365,-0.278,-0.797,-0.199,0.610,2.441,15.259
96374,-0.272,-0.803,-0.179,-1.648,0.488,13.733
96383,-0.261,-0.790,-0.138,-3.357,-0.977,12.634
96391,-0.257,-0.788,-0.117,-3.357,-2.625,12.024
97549,-0.431,-1.764,-0.726,-65.796,-49.377,-45.044
97558,-0.489,-2.085,-0.676,-95.398,-62.317,-32.104
97567,-0.507,-2.359,-0.467,-116.882,-60.364,-10.742
97575,-0.484,-2.540,-0.256,-133.789,-53.040,12.695
97584,-0.528,-2.656,-0.108,-145.691,-56.335,34.607
97593,-0.584,-2.704,0.144,-152.649,-64.636,57.556
97602,-0.615,-2.711,0.349,-155.212,-68.420,78.003
97610,-0.633,-2.647,0.526,-155.884,-66.833,95.520
97619,-0.672,-2.566,0.685,-154.053,-62.683,113.159
97628,-0.728,-2.465,0.840,-150.452,-58.960,130.127
97637,-0.780,-2.341,0.989,-143.982,-57.861,144.592
97646,-0.809,-2.168,1.099,-132.874,-56.091,155.884
97654,-0.808,-2.078,1.242,-117.737,-50.720,166.199
97663,-0.855,-1.957,1.368,-96.375,-49.561,168.762
97671,-0.865,-1.845,1.504,-71.960,-49.988,170.288
97680,-0.814,-1.742,1.550,-53.589,-51.086,174.683
97689,-0.891,-1.628,1.492,-45.837,-55.176,182.556
97698,-0.924,-1.516,1.582,-45.227,-40.344,194.763
97707,-0.929,-1.416,1.620,-39.429,-18.616,200.928
97716,-0.937,-1.309,1.626,-32.104,-4.639,205.505
97724,-0.932,-1.200,1.569,-25.269,4.944,210.083
97733,-0.923,-1.057,1.482,-18.188,13.428,213.318
97742,-0.883,-0.897,1.406,-10.864,21.362,215.515
97751,-0.807,-0.691,1.360,-1.587,30.396,217.468
97759,-0.704,-0.431,1.351,13.245,34.790,218.201
97768,-0.565,-0.153,1.314,33.264,31.372,214.539
97777,-0.387,0.144,1.325,57.190,23.010,205.750
97786,-0.148,0.401,1.382,87.830,7.507,191.101
97795,0.090,0.579,1.475,127.014,-13.733,172.546
97803,0.202,0.732,1.586,178.223,-37.476,160.461
97812,0.117,0.837,1.740,230.713,-61.462,155.884
97821,-0.098,0.864,1.987,269.470,-75.195,147.766
97830,-0.254,0.722,2.142,293.945,-69.641,130.615
97838,-0.420,0.570,2.230,298.706,-46.204,114.197
97847,-0.874,0.350,2.156,289.368,-9.705,101.990
97856,-0.412,0.594,2.437,270.325,30.334,92.102
97864,-0.429,0.351,2.172,257.751,83.130,63.599
97873,-0.374,0.293,1.772,228.699,159.241,61.279
97882,-0.435,0.439,1.345,183.411,214.539,84.229
97891,-0.522,0.750,1.053,116.516,237.122,103.027
97900,-0.589,1.077,0.805,39.978,245.972,114.258
97909,-0.674,1.388,0.504,-40.466,247.620,114.441
97917,-0.683,1.594,0.249,-111.877,246.643,100.647
97926,-0.643,1.691,-0.014,-165.222,243.103,73.120
97935,-0.588,1.694,-0.198,-201.050,238.770,40.283
97943,-0.562,1.624,-0.373,-214.233,236.145,7.629
97952,-0.558,1.505,-0.557,-206.238,232.727,-24.353
97961,-0.545,1.352,-0.742,-183.472,226.440,-55.420
97970,-0.508,1.172,-0.917,-152.344,220.398,-84.290
97979,-0.478,0.998,-1.099,-122.314,213.013,-107.361
97987,-0.426,0.853,-1.273,-98.267,201.904,-124.817
97996,-0.419,0.725,-1.414,-80.994,186.890,-135.010
98005,-0.402,0.626,-1.547,-70.374,168.823,-142.761
98014,-0.341,0.511,-1.663,-65.735,150.085,-153.076
98023,-0.317,0.358,-1.737,-63.599,132.141,-163.330
98031,-0.330,0.169,-1.814,-60.486,113.586,-173.035
98040,-0.309,-0.039,-1.859,-54.504,96.191,-184.143
98049,-0.334,-0.297,-1.874,-47.363,79.468,-192.688
98058,-0.372,-0.582,-1.860,-42.358,64.026,-196.167
98066,-0.377,-0.819,-1.831,-43.640,50.110,-194.885
98075,-0.479,-1.075,-1.817,-53.040,38.513,-188.843
98084,-0.560,-1.417,-1.855,-72.021,27.649,-182.678
98093,-0.476,-1.759,-1.853,-96.619,11.475,-179.321
98101,-0.500,-2.042,-1.786,-117.065,-11.475,-169.678
98110,-0.607,-2.231,-1.766,-125.732,-32.898,-152.527
98119,-0.615,-2.270,-1.737,-115.906,-48.279,-136.475
98128,-0.653,-2.261,-1.611,-91.858,-64.453,-127.014
98136,-0.580,-2.275,-1.377,-68.298,-86.609,-120.178
98145,-0.699,-2.166,-1.444,-46.692,-114.807,-114.014
