aX,aY,aZ,gX,gY,gZ,millis
-0.828,-0.553,-0.391,-352.478,-231.567,-327.576,44121
-0.857,-0.67,-0.407,-323.364,-262.634,-331.604,44130
-0.919,-0.765,-0.35,-302.246,-299.744,-328.796,44138
-0.928,-0.808,-0.266,-286.499,-339.355,-324.28,44147
-0.885,-0.859,-0.165,-270.935,-376.221,-317.932,44156
-0.808,-0.911,-0.104,-252.563,-411.56,-304.199,44164
-0.698,-0.949,0.031,-229.919,-442.017,-279.175,44173
-0.569,-0.987,0.22,-197.449,-468.506,-241.15,44182
-0.485,-1.009,0.372,-151.672,-486.511,-200.378,44191
-0.463,-1.094,0.583,-96.436,-484.192,-164.307,44200
-0.537,-1.128,0.721,-34.729,-467.59,-138.062,44209
-0.547,-1.189,0.837,25.757,-440.063,-120.911,44217
-0.586,-1.186,0.886,73.364,-409.241,-106.75,44226
-0.628,-1.154,0.924,102.783,-378.906,-89.539,44235
-0.696,-1.11,0.968,117.126,-355.774,-67.444,44244
-0.751,-1.068,1.018,123.291,-341.797,-42.664,44252
-0.811,-1.038,1.054,125.61,-333.557,-16.479,44261
-0.861,-1.062,1.121,127.258,-325.378,10.742,44270
-0.932,-1.079,1.174,125.977,-315.613,38.33,44279
-1.021,-1.068,1.232,121.887,-306.274,66.162,44287
-1.136,-0.989,1.262,113.892,-299.255,93.689,44296
-1.226,-0.913,1.271,107.849,-296.082,119.263,44305
-1.329,-0.888,1.277,105.53,-293.518,142.395,44314
-1.404,-0.908,1.284,102.417,-289.062,163.94,44323
-1.456,-0.928,1.28,94.971,-283.936,183.96,44331
-1.455,-0.93,1.288,86.914,-279.114,205.933,44340
-1.485,-0.951,1.3,81.116,-273.987,232.605,44348
-1.519,-0.982,1.318,80.139,-263.306,261.902,44357
-1.588,-1.001,1.325,86.67,-249.023,290.955,44366
-1.65,-1.045,1.35,101.44,-232.971,317.932,44375
-1.683,-1.129,1.41,121.094,-216.614,341.125,44384
-1.728,-1.243,1.527,137.878,-204.041,359.07,44392
-1.864,-1.331,1.625,145.447,-196.838,367.249,44401
-1.933,-1.25,1.656,145.325,-190.247,361.328,44410
-1.866,-1.17,1.698,142.09,-177.246,348.694,44419
-1.763,-1.147,1.776,131.592,-158.63,341.492,44428
-1.633,-1.18,1.876,111.023,-134.094,340.515,44437
-1.485,-1.223,1.975,79.163,-103.149,347.534,44445
-1.369,-1.287,2.004,38.513,-68.237,361.389,44454
-1.23,-1.36,2.005,-2.441,-30.151,379.272,44463
-1.147,-1.443,1.979,-35.522,11.963,401.367,44471
-1.164,-1.537,1.909,-61.707,60.181,423.523,44480
-1.237,-1.578,1.805,-86.121,106.75,439.331,44489
-1.364,-1.509,1.665,-106.201,141.663,442.444,44498
-1.444,-1.422,1.572,-114.746,168.335,431.03,44507
-1.491,-1.322,1.52,-118.591,190.308,410.889,44515
-1.47,-1.101,1.458,-127.625,207.153,384.888,44524
-1.409,-0.92,1.406,-139.282,218.811,356.873,44533
-1.287,-0.824,1.424,-155.457,230.774,333.252,44542
-1.182,-0.749,1.364,-179.016,240.173,314.636,44551
-1.047,-0.686,1.403,-204.468,253.54,301.331,44559
-0.986,-0.639,1.386,-222.656,261.658,289.124,44568
-0.996,-0.594,1.384,-233.765,269.165,271.362,44577
-1.04,-0.521,1.313,-244.446,273.132,245.178,44586
-1.077,-0.387,1.15,-260.437,264.221,212.158,44594
-1.1,-0.267,1.005,-283.752,246.765,176.392,44603
-1.111,-0.094,0.838,-316.223,218.384,137.695,44612
-1.065,0.033,0.701,-361.45,182.922,96.802,44621
-1.036,0.104,0.608,-410.95,145.447,51.697,44629
-1.027,0.107,0.491,-456.299,107.3,7.446,44638
-0.959,0.054,0.42,-491.028,77.026,-31.799,44647
-0.941,-0.903,0.791,-15.442,-467.468,-138.062,45199
-0.988,-0.936,0.936,33.447,-470.52,-115.295,45208
-1.0,-0.998,1.027,88.562,-451.477,-101.868,45217
-0.992,-1.07,1.082,134.949,-414.429,-96.436,45225
-0.97,-1.079,1.075,163.696,-372.131,-91.309,45234
-0.913,-1.045,1.121,175.415,-336.731,-80.505,45243
-0.875,-1.006,1.19,175.72,-320.068,-59.082,45252
-0.897,-1.001,1.211,167.786,-326.599,-27.1,45261
-1.001,-0.984,1.244,152.161,-340.21,9.827,45269
-1.07,-0.961,1.251,135.559,-346.741,44.617,45278
-1.157,-0.91,1.228,123.23,-344.055,70.618,45287
-1.252,-0.856,1.178,119.812,-331.604,85.876,45296
-1.307,-0.827,1.115,126.221,-312.195,95.825,45304
-1.354,-0.8,1.062,132.446,-293.091,105.53,45313
-1.391,-0.798,1.04,132.446,-280.945,118.164,45322
-1.382,-0.844,1.026,125.122,-277.161,136.23,45331
-1.384,-0.902,1.051,113.22,-277.954,161.682,45339
-1.347,-0.959,1.079,106.689,-273.193,193.054,45348
-1.376,-1.038,1.125,106.689,-261.719,227.112,45357
-1.445,-1.149,1.213,110.535,-243.286,260.925,45366
-1.55,-1.177,1.227,114.624,-222.473,288.94,45375
-1.679,-1.116,1.2,118.042,-208.679,304.749,45383
-1.783,-1.072,1.161,123.474,-201.721,311.035,45392
-1.816,-1.058,1.154,126.831,-194.092,314.026,45401
-1.771,-1.07,1.197,121.094,-184.631,315.613,45410
-1.665,-1.067,1.265,104.431,-178.223,321.228,45419
-1.509,-1.12,1.38,79.59,-165.771,332.336,45427
-1.36,-1.229,1.485,51.27,-138.367,346.68,45436
-1.178,-1.396,1.608,21.484,-96.802,367.004,45445
-1.074,-1.627,1.747,-8.362,-50.049,395.874,45453
-1.158,-1.804,1.841,-41.138,-11.047,428.406,45462
-1.269,-1.833,1.858,-67.322,21.057,450.623,45471
-1.413,-1.784,1.799,-80.2,60.425,460.815,45480
-1.542,-1.694,1.709,-88.928,106.628,464.233,45489
-1.603,-1.586,1.618,-96.375,148.865,462.097,45498
-1.576,-1.59,1.532,-103.271,181.396,454.773,45506
-1.443,-1.592,1.565,-119.324,204.346,446.167,45515
-1.295,-1.537,1.637,-143.616,214.355,435.852,45524
-1.165,-1.501,1.587,-171.448,219.543,423.34,45533
-1.038,-1.516,1.614,-205.505,236.938,411.926,45541
-1.023,-1.482,1.508,-234.985,248.23,398.865,45550
-1.054,-1.39,1.432,-250.732,253.54,379.395,45559
-1.063,-1.245,1.374,-259.277,259.521,352.661,45568
-1.04,-1.048,1.285,-266.602,264.16,317.261,45576
-1.07,-0.834,1.152,-275.452,262.085,278.076,45585
-1.073,-0.576,0.985,-288.94,248.657,236.084,45594
-1.022,-0.407,0.851,-306.152,224.121,190.674,45603
-0.962,-0.279,0.802,-326.477,187.073,145.081,45611
-0.938,-0.207,0.73,-353.394,141.907,102.234,45620
-0.879,-0.17,0.708,-389.587,101.013,63.232,45629
-0.787,-0.211,0.721,-432.8,65.308,31.311,45638
-0.848,-0.225,0.656,-470.337,29.358,1.587,45647
-0.9,-0.276,0.599,-494.873,-0.305,-29.907,45655
-0.882,-0.3,0.488,-512.207,-18.799,-71.96,45664
-0.882,-0.337,0.384,-520.691,-25.146,-112.0,45673
-0.906,-0.323,0.263,-520.447,-37.781,-147.339,45681
-0.888,-0.315,0.169,-515.869,-61.523,-182.556,45690
-0.899,-0.334,0.15,-510.01,-99.426,-215.759,45699
-0.875,-0.426,0.178,-502.869,-145.996,-244.629,45708
-0.883,-0.522,0.192,-488.708,-193.115,-268.372,45717
-0.873,-0.599,0.17,-463.074,-234.192,-288.147,45725
-0.851,-0.666,0.116,-424.072,-263.733,-304.993,45734
-0.86,-0.691,0.075,-372.681,-283.63,-320.129,45743
-0.836,-0.659,0.048,-317.505,-296.997,-333.74,45752
-0.887,-0.637,0.053,-265.442,-307.129,-344.727,45761
-0.919,-0.649,0.041,-220.459,-314.453,-351.685,45769
-0.889,-0.693,0.059,-181.824,-323.853,-352.173,45778
-0.86,-0.783,0.103,-147.827,-343.262,-344.666,45787
-0.81,-0.905,0.218,-114.502,-367.31,-328.735,45796
-0.706,-0.974,0.325,-79.956,-388.489,-306.335,45804
-0.644,-1.058,0.423,-39.185,-401.672,-282.288,45813
-0.628,-1.172,0.508,5.31,-399.414,-258.972,45822
-0.614,-1.266,0.625,46.204,-381.042,-236.328,45831
-0.562,-1.337,0.75,80.75,-362.366,-208.923,45840
-0.514,-1.394,0.846,105.713,-356.445,-174.988,45848
-0.495,-1.411,0.939,121.582,-362.061,-135.01,45857
-0.549,-1.428,1.01,130.615,-367.737,-89.172,45866
-0.623,-1.412,1.07,133.789,-365.723,-41.26,45875
-0.704,-1.391,1.11,131.897,-353.943,3.906,45883
-0.799,-1.322,1.087,123.413,-335.388,45.898,45892
-0.899,-1.188,1.062,111.877,-316.956,86.243,45901
-1.017,-1.05,0.989,98.816,-303.162,124.023,45909
-1.108,-0.906,0.884,84.473,-291.199,157.349,45918
-1.179,-0.807,0.777,70.862,-282.104,188.049,45927
-1.255,-0.788,0.689,63.293,-276.489,216.919,45936
-1.352,-0.755,0.607,66.711,-277.161,242.676,45945
-1.418,-0.719,0.645,82.153,-279.175,264.709,45953
-1.519,-0.701,0.718,102.478,-281.799,283.875,45962
-1.574,-0.718,0.864,122.498,-284.119,299.316,45971
-1.643,-0.762,0.963,138.0,-281.86,313.416,45980
-1.739,-0.852,1.143,150.208,-274.353,328.125,45989
-1.781,-0.897,1.282,162.659,-262.512,337.952,45997
-1.798,-0.899,1.408,166.809,-246.155,338.44,46006
-1.803,-0.846,1.487,155.029,-228.882,331.848,46015
-1.761,-0.772,1.507,125.549,-213.745,319.702,46023
-1.756,-0.769,1.548,85.266,-198.914,306.152,46032
-1.708,-0.884,1.589,42.358,-181.213,297.668,46041
-1.543,-1.067,1.634,4.211,-159.424,292.908,46050
-1.361,-1.332,1.716,-24.78,-135.193,292.419,46059
-1.091,-1.59,1.786,-47.852,-99.304,303.101,46067
-0.828,-1.839,1.861,-65.857,-50.476,333.923,46076
-0.751,-2.06,1.865,-80.261,4.456,383.24,46085
-0.914,-2.211,1.837,-98.083,57.312,445.557,46094
-1.25,-2.262,1.791,-115.234,99.67,502.502,46103
-1.575,-2.145,1.725,-124.695,131.592,533.081,46111
-1.691,-1.802,1.589,-135.803,159.058,531.982,46120
-1.612,-1.509,1.454,-143.127,179.077,514.099,46129
-1.468,-1.373,1.448,-153.015,195.984,494.507,46138
-1.303,-1.282,1.421,-173.523,202.454,476.135,46146
-1.124,-1.232,1.432,-206.787,208.252,462.585,46155
-0.945,-1.25,1.456,-241.821,216.98,455.078,46164
-0.848,-1.256,1.502,-272.522,228.577,452.026,46173
-0.857,-1.239,1.492,-299.927,240.906,449.036,46182
-0.972,-1.234,1.434,-328.247,249.207,438.538,46190
-1.137,-1.106,1.236,-357.361,243.652,409.424,46199
-1.188,-0.859,0.986,-385.193,220.947,360.291,46208
-1.15,-0.539,0.682,-414.062,187.073,305.176,46216
-1.061,-0.294,0.5,-438.232,150.574,256.958,46225
-1.037,-0.213,0.434,-462.952,115.356,212.83,46234
-1.001,-0.539,1.084,-8.972,-442.871,-244.568,46786
-0.998,-0.679,1.16,-9.46,-442.688,-217.163,46795
-1.024,-0.839,1.21,-11.658,-434.204,-178.04,46804
-0.987,-0.954,1.229,-15.076,-420.044,-140.137,46813
-0.935,-1.006,1.263,-12.268,-400.452,-104.126,46822
-0.895,-1.034,1.285,-0.61,-376.526,-67.322,46830
-0.885,-1.024,1.249,16.907,-353.21,-33.813,46839
-0.926,-0.961,1.196,35.645,-337.769,-3.967,46848
-0.985,-0.929,1.152,53.406,-329.224,30.151,46857
-1.117,-0.863,1.131,67.688,-331.238,67.688,46865
-1.277,-0.795,1.115,78.979,-340.881,104.309,46874
-1.419,-0.717,1.106,84.412,-345.703,136.475,46883
-1.547,-0.666,1.105,86.06,-343.262,164.185,46892
-1.655,-0.625,1.095,82.581,-331.665,187.134,46900
-1.707,-0.576,1.12,77.087,-316.345,203.43,46909
-1.728,-0.561,1.146,75.989,-303.65,213.745,46918
-1.733,-0.591,1.147,79.468,-291.992,223.083,46927
-1.732,-0.653,1.183,83.618,-282.227,235.596,46936
-1.739,-0.696,1.239,89.539,-275.085,251.709,46944
-1.743,-0.749,1.275,97.595,-265.869,270.142,46953
-1.727,-0.833,1.302,105.469,-249.023,291.748,46962
-1.733,-0.936,1.346,110.352,-227.966,317.322,46971
-1.838,-1.028,1.402,110.596,-208.862,345.642,46979
-1.91,-1.09,1.432,102.6,-191.467,371.46,46988
-1.985,-1.089,1.506,86.304,-177.307,387.451,46997
-2.093,-0.954,1.465,68.298,-168.091,388.062,47006
-2.032,-0.831,1.5,51.88,-144.897,378.723,47014
-2.002,-0.74,1.519,32.959,-117.188,367.615,47023
-1.909,-0.75,1.534,10.071,-88.379,355.957,47032
-1.764,-0.829,1.586,-20.203,-56.396,348.206,47041
-1.616,-0.958,1.657,-58.228,-23.132,348.938,47050
-1.479,-1.114,1.686,-98.633,12.939,359.375,47058
-1.36,-1.259,1.705,-132.996,51.27,378.235,47067
-1.298,-1.412,1.71,-154.724,92.651,403.259,47076
-1.355,-1.52,1.687,-163.513,134.033,426.331,47084
-1.596,-1.561,1.582,-163.086,172.363,439.514,47093
-1.825,-1.531,1.531,-156.799,211.731,438.11,47102
-1.891,-1.319,1.373,-151.55,242.615,418.152,47111
-1.851,-1.06,1.289,-146.057,263.367,388.123,47120
-1.689,-0.868,1.272,-143.372,274.109,360.474,47128
-1.55,-0.765,1.333,-151.184,277.832,338.623,47137
-1.399,-0.687,1.4,-174.438,280.457,320.435,47146
-1.272,-0.664,1.476,-212.769,286.316,304.932,47155
-1.24,-0.648,1.499,-260.01,292.053,291.199,47164
-1.25,-0.73,1.519,-305.359,291.687,272.034,47172
-1.334,-0.694,1.425,-350.708,272.095,241.394,47181
-1.357,-0.558,1.26,-397.095,231.873,197.571,47190
-1.332,-0.408,1.031,-442.932,186.829,150.818,47198
-1.328,-0.331,0.885,-487.671,151.917,112.122,47207
-1.327,-0.248,0.781,-534.119,124.756,77.637,47216
-1.316,-0.219,0.716,-574.219,98.633,37.17,47225
-1.295,-0.212,0.621,-604.919,68.298,-7.385,47234
-1.228,-0.236,0.578,-630.066,39.49,-51.147,47243
-1.178,-0.247,0.519,-648.499,4.944,-89.478,47251
-1.109,-0.148,0.404,-658.264,-37.476,-122.742,47260
-1.056,-0.046,0.336,-660.278,-81.543,-152.222,47269
-1.074,-0.028,0.265,-656.067,-127.502,-180.847,47277
-1.15,-0.116,0.216,-640.32,-174.438,-211.792,47286
-1.159,-0.194,0.113,-602.905,-221.985,-248.718,47295
-1.082,-0.223,-0.054,-540.466,-263.428,-291.077,47304
-0.974,-0.271,-0.151,-458.801,-287.598,-325.012,47313
-0.931,-0.315,-0.203,-372.07,-298.157,-342.59,47321
-0.938,-0.374,-0.217,-289.734,-304.871,-348.633,47330
-0.936,-0.456,-0.179,-219.299,-306.213,-345.886,47339
-0.915,-0.517,-0.095,-165.283,-310.974,-335.144,47348
-0.89,-0.587,0.02,-128.296,-323.792,-317.993,47357
-0.832,-0.637,0.17,-104.858,-340.027,-296.875,47365
-0.759,-0.643,0.261,-90.881,-360.229,-274.414,47374
-0.741,-0.698,0.342,-80.627,-376.77,-248.169,47383
-0.783,-0.738,0.384,-77.026,-384.888,-220.459,47392
-0.797,-0.784,0.403,-77.087,-382.324,-196.411,47400
-0.776,-0.797,0.405,-75.073,-367.249,-175.659,47409
-0.673,-0.839,0.482,-63.965,-340.393,-152.71,47418
-0.582,-0.93,0.51,-43.762,-317.81,-124.329,47426
-0.556,-1.006,0.469,-21.423,-312.195,-90.698,47435
-0.57,-1.016,0.454,0.854,-317.139,-52.49,47444
-0.625,-1.004,0.457,27.588,-324.524,-10.986,47453
-0.748,-0.966,0.495,61.523,-334.351,32.227,47462
-0.904,-0.911,0.555,99.487,-347.046,72.693,47470
-1.071,-0.85,0.632,132.507,-356.018,106.934,47479
-1.2,-0.797,0.719,156.677,-357.544,134.888,47488
-1.315,-0.748,0.813,174.011,-356.567,158.02,47497
-1.396,-0.73,0.915,187.439,-356.628,177.795,47506
-1.435,-0.752,1.017,194.824,-353.027,197.388,47514
-1.439,-0.788,1.13,192.871,-345.093,217.163,47523
-1.42,-0.818,1.225,182.495,-332.764,241.455,47532
-1.431,-0.872,1.333,166.931,-316.833,271.667,47540
-1.55,-0.935,1.422,147.888,-303.223,305.359,47549
-1.73,-0.917,1.427,126.282,-293.091,334.534,47558
-1.853,-0.899,1.443,104.736,-278.748,356.018,47567
-1.993,-0.892,1.445,79.346,-261.414,375.122,47575
-2.147,-0.919,1.491,52.612,-244.507,395.508,47584
-2.288,-0.969,1.567,28.503,-226.013,417.114,47593
-2.414,-1.03,1.72,8.972,-207.581,438.904,47602
-2.54,-1.08,1.904,0.0,-198.242,454.59,47611
-2.611,-1.104,2.105,4.883,-193.054,460.693,47619
-2.612,-1.211,2.313,21.423,-181.824,459.595,47628
-2.484,-1.336,2.566,33.997,-159.18,455.811,47637
-2.292,-1.437,2.815,36.011,-127.38,455.75,47646
-2.2,-1.581,3.011,24.719,-82.581,459.961,47655
-2.198,-1.633,3.047,-5.92,-26.062,458.74,47663
-2.19,-1.577,2.935,-56.03,33.325,448.181,47672
-2.178,-1.538,2.72,-120.972,89.844,442.017,47681
-2.164,-1.544,2.446,-191.101,139.404,446.594,47690
-2.153,-1.561,2.183,-251.526,183.594,456.36,47699
-2.171,-1.613,1.92,-292.542,230.103,469.421,47707
-2.246,-1.664,1.682,-309.998,274.109,479.309,47716
-2.28,-1.656,1.464,-303.345,316.284,480.286,47725
-2.266,-1.558,1.35,-273.865,350.281,471.619,47733
-2.142,-1.402,1.315,-232.788,373.596,455.017,47742
-1.964,-1.244,1.33,-200.5,387.817,432.251,47751
-1.817,-1.051,1.385,-191.528,394.47,403.809,47760
-1.671,-0.915,1.429,-203.064,395.63,371.948,47768
-1.554,-0.833,1.408,-228.027,390.625,340.088,47777
-1.48,-0.791,1.339,-258.972,373.352,310.425,47786
-1.427,-0.725,1.226,-293.579,341.064,282.959,47795
-1.406,-0.622,1.09,-330.994,299.988,258.118,47804
-1.287,-0.514,1.017,-375.427,261.597,236.206,47812
-1.264,-0.473,0.895,-421.814,225.586,213.013,47821
0.031,-1.556,1.343,115.906,-315.063,51.758,48391
-0.0,-1.503,1.509,148.621,-301.941,75.195,48400
-0.14,-1.411,1.637,179.199,-285.706,94.971,48409
-0.305,-1.2,1.715,193.665,-280.151,105.957,48417
-0.4,-1.089,1.79,194.641,-280.457,112.061,48426
-0.475,-1.133,1.862,186.89,-283.936,119.995,48435
-0.501,-1.246,1.943,172.058,-292.114,129.517,48444
-0.454,-1.425,2.005,155.09,-301.392,145.142,48453
-0.385,-1.57,2.099,142.944,-310.852,171.509,48461
-0.361,-1.684,2.276,137.756,-319.641,213.196,48470
-0.406,-1.746,2.573,144.287,-321.533,262.573,48479
-0.473,-1.76,2.804,160.583,-304.749,302.246,48488
-0.537,-1.702,2.848,178.772,-270.142,322.51,48497
-0.587,-1.579,2.926,190.491,-225.708,331.055,48505
-0.65,-1.415,2.954,191.284,-192.078,341.919,48514
-0.652,-1.306,2.878,177.063,-166.443,355.774,48522
-0.634,-1.245,2.814,147.949,-140.869,375.305,48531
-0.521,-1.238,2.816,110.291,-119.873,403.748,48540
-0.398,-1.207,2.911,76.477,-96.313,434.082,48549
-0.362,-1.155,2.977,56.946,-54.871,454.59,48558
-0.442,-1.039,3.008,47.485,2.197,462.097,48566
-0.547,-1.017,2.973,35.767,59.753,461.182,48575
-0.605,-0.9,2.921,16.541,110.535,454.773,48584
-0.691,-0.838,2.757,-17.212,142.578,450.378,48593
-0.694,-0.825,2.636,-66.772,160.095,446.533,48602
-0.611,-0.791,2.554,-123.901,179.382,446.167,48610
-0.618,-0.813,2.358,-174.622,199.646,448.242,48619
-0.619,-0.802,2.234,-213.928,227.112,449.524,48628
-0.674,-0.792,2.045,-241.089,244.69,447.754,48637
-0.754,-0.751,1.843,-251.099,251.587,440.247,48646
-0.756,-0.718,1.661,-247.437,252.197,422.913,48654
-0.695,-0.711,1.506,-241.272,243.591,400.391,48663
-0.585,-0.695,1.499,-240.479,231.995,378.662,48672
-0.499,-0.809,1.483,-240.601,218.323,362.427,48681
-0.461,-0.874,1.468,-251.648,209.412,351.44,48689
-0.482,-0.797,1.391,-270.447,195.129,339.783,48698
-0.455,-0.727,1.279,-289.062,183.35,323.425,48707
-0.403,-0.653,1.184,-308.472,173.218,304.749,48715
-0.367,-0.594,1.142,-318.848,163.391,282.776,48724
-0.349,-0.56,1.11,-313.049,161.255,255.371,48733
-0.369,-0.542,1.063,-293.396,171.021,220.642,48742
-0.412,-0.51,1.001,-267.151,193.481,180.969,48751
-0.501,-0.423,0.93,-242.798,222.961,140.503,48759
-0.553,-0.352,0.833,-226.196,249.695,98.145,48768
-0.617,-0.299,0.679,-221.924,277.344,57.617,48777
-0.724,-0.286,0.485,-227.051,303.894,24.597,48786
-0.846,-0.259,0.218,-238.525,317.627,-3.784,48795
-0.991,-0.219,-0.103,-253.296,316.101,-30.334,48803
-1.042,-0.113,-0.306,-270.325,300.537,-57.19,48812
-1.066,-0.043,-0.629,-293.823,269.409,-85.754,48821
-0.97,-0.035,-0.848,-324.829,229.736,-111.45,48830
-0.967,-0.089,-1.207,-349.731,171.509,-130.981,48839
-0.892,-0.185,-1.303,-353.699,113.892,-147.461,48847
-0.781,-0.306,-1.349,-336.121,57.251,-159.607,48856
-0.703,-0.388,-1.335,-294.067,-17.09,-171.814,48865
-0.645,-0.412,-1.286,-241.943,-83.435,-183.411,48874
-0.53,-0.397,-1.167,-195.007,-134.094,-191.284,48882
-0.419,-0.445,-1.01,-160.95,-168.335,-193.42,48891
-0.329,-0.592,-0.875,-141.052,-189.88,-188.782,48900
-0.255,-0.775,-0.822,-131.897,-194.641,-178.833,48909
-0.207,-0.907,-0.868,-127.136,-185.059,-163.452,48917
-0.184,-0.971,-0.96,-119.69,-179.138,-146.606,48926
-0.149,-0.939,-1.009,-105.347,-189.514,-131.897,48935
-0.088,-0.833,-1.032,-90.881,-222.656,-120.361,48944
-0.018,-0.661,-0.973,-76.721,-270.996,-115.417,48953
0.012,-0.511,-0.716,-60.852,-319.336,-117.065,48961
0.123,-0.398,-0.411,-51.941,-363.953,-129.822,48970
0.218,-0.359,-0.041,-44.067,-392.212,-155.029,48978
0.352,-0.477,0.281,-28.442,-389.404,-185.974,48987
0.506,-0.689,0.469,-9.949,-362.183,-216.736,48996
0.636,-0.945,0.594,12.39,-319.214,-240.479,49005
0.702,-1.133,0.583,44.739,-269.104,-249.817,49014
0.781,-1.244,0.584,72.083,-228.76,-246.948,49022
0.865,-1.302,0.359,83.191,-229.248,-239.929,49031
0.804,-1.342,0.219,82.52,-259.399,-228.455,49040
1.069,-1.295,0.396,67.627,-265.869,-202.454,49049
0.813,-1.402,0.3,63.049,-328.247,-178.467,49058
1.002,-1.565,0.809,60.303,-337.585,-154.663,49067
0.946,-1.789,0.901,64.819,-347.412,-131.165,49075
1.034,-2.002,1.207,84.778,-324.402,-114.38,49084
1.066,-2.133,1.208,111.877,-288.147,-96.558,49093
1.17,-2.125,1.435,131.409,-253.662,-70.19,49102
1.189,-2.082,1.406,134.338,-225.342,-33.508,49110
1.07,-1.946,1.366,117.188,-203.43,6.47,49119
0.958,-1.857,1.346,88.989,-188.171,41.016,49128
0.846,-1.781,1.337,67.017,-192.993,64.331,49137
0.782,-1.712,1.335,59.265,-207.947,76.904,49145
0.746,-1.702,1.351,65.002,-224.06,86.304,49154
0.698,-1.67,1.364,78.43,-239.99,98.999,49163
0.605,-1.566,1.369,90.088,-254.211,120.789,49172
0.499,-1.443,1.371,91.675,-265.198,149.658,49181
0.387,-1.331,1.476,87.463,-273.743,178.345,49189
0.361,-1.135,1.702,83.923,-271.24,199.036,49198
0.342,-1.007,1.813,84.29,-249.023,205.383,49207
0.281,-0.941,1.806,88.867,-204.712,198.059,49216
0.182,-0.842,1.674,95.154,-154.236,184.021,49224
0.151,-0.718,1.568,98.206,-116.089,170.898,49233
0.137,-0.652,1.468,93.506,-100.037,165.222,49242
0.177,-0.634,1.401,81.482,-101.99,167.725,49250
0.241,-0.609,1.354,67.871,-111.755,178.65,49259
0.199,-0.572,1.349,58.716,-120.789,196.899,49268
0.157,-0.528,1.387,54.626,-125.977,214.294,49277
0.139,-0.446,1.524,54.077,-126.77,227.539,49286
0.143,-0.329,1.78,55.176,-125.977,235.107,49294
0.115,-0.242,2.05,56.091,-118.652,229.736,49303
0.088,-0.161,2.287,51.27,-93.384,206.665,49312
0.08,-0.105,2.375,34.302,-52.734,167.847,49320
0.107,-0.118,2.317,4.333,-2.075,128.967,49329
0.146,-0.197,2.22,-31.372,42.847,104.858,49338
0.174,-0.321,2.132,-66.589,71.777,95.398,49347
0.182,-0.426,2.096,-97.839,89.905,99.609,49356
0.142,-0.469,2.082,-123.474,104.736,113.22,49364
0.021,-0.48,2.074,-144.775,120.483,127.136,49373
-0.106,-0.429,2.015,-163.208,140.93,134.705,49382
-0.24,-0.377,1.911,-181.885,162.17,131.226,49391
-0.341,-0.32,1.782,-203.003,176.025,118.896,49400
-0.375,-0.244,1.67,-226.257,180.481,99.731,49408
-0.375,-0.214,1.568,-251.404,178.162,78.308,49417
-0.384,-0.178,1.471,-279.053,173.706,57.556,49426
-0.611,-1.001,1.067,79.407,-313.171,118.591,50092
-0.73,-1.038,1.142,79.041,-304.138,141.113,50101
-0.847,-1.084,1.235,79.224,-297.546,162.842,50110
-0.947,-1.124,1.328,78.308,-292.786,182.312,50119
-1.006,-1.079,1.386,72.815,-289.551,198.914,50127
-1.048,-1.044,1.402,62.073,-283.691,212.219,50136
-1.073,-1.035,1.444,45.776,-270.264,225.525,50145
-1.093,-1.05,1.491,26.917,-252.808,243.713,50154
-1.13,-1.074,1.532,8.789,-235.413,267.09,50163
-1.158,-1.092,1.591,-3.357,-214.417,293.884,50171
-1.202,-1.092,1.671,-3.479,-185.852,320.679,50180
-1.231,-1.089,1.803,10.742,-151.855,346.68,50189
-1.292,-1.096,1.954,35.522,-117.615,371.521,50197
-1.277,-1.094,2.121,59.692,-78.796,391.602,50207
-1.32,-1.086,2.331,76.66,-40.771,403.259,50215
-1.375,-1.04,2.506,80.444,-8.423,403.198,50224
-1.42,-0.939,2.644,68.359,27.954,387.756,50232
-1.419,-0.767,2.673,41.626,69.763,355.042,50241
-1.353,-0.64,2.635,3.235,111.45,313.11,50250
-1.276,-0.561,2.519,-47.791,147.339,272.461,50259
-1.182,-0.541,2.352,-107.422,174.011,243.103,50268
-1.08,-0.543,2.22,-167.358,191.772,225.22,50276
-1.007,-0.547,2.102,-221.375,200.684,214.172,50285
-0.969,-0.52,2.007,-261.292,204.59,205.261,50294
-1.007,-0.473,1.901,-279.541,207.153,192.81,50303
-1.117,-0.375,1.852,-281.677,213.074,172.424,50312
-1.274,-0.195,1.722,-278.931,214.172,142.639,50320
-1.324,0.033,1.621,-276.428,213.806,102.661,50329
-1.331,0.265,1.498,-277.344,212.708,54.688,50338
-1.34,0.346,1.413,-280.884,204.285,1.77,50347
-1.335,0.357,1.354,-287.109,190.247,-51.392,50356
-1.324,0.38,1.301,-292.358,172.852,-101.257,50364
-1.33,0.314,1.21,-294.434,158.447,-144.897,50373
-1.325,0.232,1.129,-295.959,150.513,-184.082,50382
-1.349,0.154,1.0,-294.922,140.625,-217.896,50391
-1.396,0.099,0.828,-300.781,123.474,-246.765,50399
-1.469,0.026,0.652,-318.176,102.295,-273.987,50408
-1.489,-0.032,0.433,-342.163,77.148,-300.781,50417
-1.499,-0.149,0.265,-363.342,45.166,-326.172,50426
-1.434,-0.287,0.136,-377.869,10.925,-346.436,50434
-1.402,-0.412,0.028,-386.902,-25.513,-357.971,50443
